soldto,c_relationship
Customer_2967,Transactional
Customer_2969,Advanced Business Ties
Customer_2969,Opportunistic
Customer_297,Transactional
Customer_2970,Partnership
Customer_2971,Advanced Business Ties
Customer_2971,Partnership
Customer_2973,Opportunistic
Customer_2973,Pure Business
Customer_2974,Partnership
Customer_2974,Transactional
Customer_2975,Partnership
Customer_2975,Pure Business
Customer_2975,Transactional
Customer_2977,Partnership
Customer_2979,Advanced Business Ties
Customer_2979,Opportunistic
Customer_2979,Pure Business
Customer_298,Advanced Business Ties
Customer_2982,Advanced Business Ties
Customer_2982,Opportunistic
Customer_2982,Transactional
Customer_2983,Partnership
Customer_2983,Transactional
Customer_2984,Partnership
Customer_2984,Transactional
Customer_2985,Transactional
Customer_2987,Advanced Business Ties
Customer_2988,Partnership
Customer_2989,Transactional
Customer_299,Opportunistic
Customer_2990,Transactional
Customer_2991,Partnership
Customer_2992,Advanced Business Ties
Customer_2992,Pure Business
Customer_2993,Pure Business
Customer_2997,Opportunistic
Customer_2998,Transactional
Customer_2999,Opportunistic
Customer_2999,Pure Business
Customer_2999,Transactional
Customer_3,Advanced Business Ties
Customer_3,Partnership
Customer_300,Opportunistic
Customer_3000,Advanced Business Ties
Customer_3000,Pure Business
Customer_3002,Advanced Business Ties
Customer_3003,Partnership
Customer_3003,Pure Business
Customer_3004,Opportunistic
Customer_3005,Pure Business
Customer_3006,Pure Business
Customer_3006,Transactional
Customer_3007,Transactional
Customer_3009,Transactional
Customer_3010,Transactional
Customer_3011,Transactional
Customer_3012,Advanced Business Ties
Customer_3013,Opportunistic
Customer_3013,Partnership
Customer_3013,Pure Business
Customer_3014,Advanced Business Ties
Customer_3014,Partnership
Customer_3014,Transactional
Customer_3015,Advanced Business Ties
Customer_3015,Partnership
Customer_3015,Pure Business
Customer_3018,Transactional
Customer_3019,Advanced Business Ties
Customer_3019,Transactional
Customer_302,Partnership
Customer_302,Pure Business
Customer_3020,Opportunistic
Customer_3020,Pure Business
Customer_3021,Pure Business
Customer_3021,Transactional
Customer_3022,Advanced Business Ties
Customer_3023,Pure Business
Customer_3025,Partnership
Customer_3025,Pure Business
Customer_3029,Advanced Business Ties
Customer_3029,Transactional
Customer_303,Opportunistic
Customer_3030,Transactional
Customer_3031,Advanced Business Ties
Customer_3035,Transactional
Customer_3036,Partnership
Customer_3036,Transactional
Customer_3037,Pure Business
Customer_3038,Opportunistic
Customer_3039,Partnership
Customer_304,Advanced Business Ties
Customer_304,Partnership
Customer_304,Transactional
Customer_3040,Opportunistic
Customer_3042,Transactional
Customer_3044,Pure Business
Customer_3045,Transactional
Customer_3046,Opportunistic
Customer_3046,Partnership
Customer_3047,Partnership
Customer_3048,Opportunistic
Customer_3049,Opportunistic
Customer_3049,Partnership
Customer_3049,Pure Business
Customer_305,Opportunistic
Customer_3051,Transactional
Customer_3053,Opportunistic
Customer_3053,Transactional
Customer_3054,Partnership
Customer_3054,Transactional
Customer_3055,Opportunistic
Customer_3055,Transactional
Customer_3056,Opportunistic
Customer_3056,Transactional
Customer_3059,Opportunistic
Customer_306,Opportunistic
Customer_3060,Advanced Business Ties
Customer_3060,Partnership
Customer_3061,Opportunistic
Customer_3063,Opportunistic
Customer_3063,Partnership
Customer_3064,Pure Business
Customer_3064,Transactional
Customer_3066,Advanced Business Ties
Customer_3066,Transactional
Customer_3067,Partnership
Customer_3067,Pure Business
Customer_3068,Partnership
Customer_3068,Pure Business
Customer_3069,Opportunistic
Customer_3069,Partnership
Customer_3069,Transactional
Customer_307,Partnership
Customer_3070,Transactional
Customer_3071,Advanced Business Ties
Customer_3072,Advanced Business Ties
Customer_3072,Partnership
Customer_3074,Opportunistic
Customer_3075,Advanced Business Ties
Customer_3075,Pure Business
Customer_3076,Pure Business
Customer_3076,Transactional
Customer_3078,Opportunistic
Customer_3079,Partnership
Customer_308,Opportunistic
Customer_3080,Pure Business
Customer_3082,Opportunistic
Customer_3083,Opportunistic
Customer_3084,Pure Business
Customer_3084,Transactional
Customer_3085,Transactional
Customer_3086,Advanced Business Ties
Customer_3088,Advanced Business Ties
Customer_3089,Advanced Business Ties
Customer_3089,Pure Business
Customer_309,Advanced Business Ties
Customer_3090,Opportunistic
Customer_3091,Advanced Business Ties
Customer_3091,Pure Business
Customer_3092,Advanced Business Ties
Customer_3092,Pure Business
Customer_3093,Pure Business
Customer_3094,Opportunistic
Customer_3095,Opportunistic
Customer_3095,Partnership
Customer_3095,Transactional
Customer_3097,Opportunistic
Customer_3098,Opportunistic
Customer_3098,Transactional
Customer_3099,Advanced Business Ties
Customer_3099,Partnership
Customer_3099,Pure Business
Customer_3099,Transactional
Customer_3100,Advanced Business Ties
Customer_3100,Pure Business
Customer_3100,Transactional
Customer_3101,Advanced Business Ties
Customer_3103,Pure Business
Customer_3104,Transactional
Customer_3105,Opportunistic
Customer_3106,Advanced Business Ties
Customer_3106,Partnership
Customer_3106,Transactional
Customer_3107,Advanced Business Ties
Customer_3107,Partnership
Customer_3107,Pure Business
Customer_3107,Transactional
Customer_3108,Opportunistic
Customer_3108,Pure Business
Customer_3108,Transactional
Customer_3109,Opportunistic
Customer_311,Pure Business
Customer_3110,Opportunistic
Customer_3111,Partnership
Customer_3112,Pure Business
Customer_3113,Advanced Business Ties
Customer_3114,Pure Business
Customer_3117,Opportunistic
Customer_3117,Pure Business
Customer_3119,Transactional
Customer_312,Partnership
Customer_312,Pure Business
Customer_3121,Advanced Business Ties
Customer_3121,Opportunistic
Customer_3124,Transactional
Customer_3125,Pure Business
Customer_3125,Transactional
Customer_3127,Transactional
Customer_3128,Transactional
Customer_313,Transactional
Customer_3130,Opportunistic
Customer_3132,Pure Business
Customer_3132,Transactional
Customer_3133,Transactional
Customer_3134,Partnership
Customer_3134,Pure Business
Customer_3137,Pure Business
Customer_3138,Pure Business
Customer_314,Transactional
Customer_3141,Pure Business
Customer_3142,Advanced Business Ties
Customer_3143,Advanced Business Ties
Customer_3143,Opportunistic
Customer_3143,Partnership
Customer_3144,Transactional
Customer_3145,Transactional
Customer_3146,Partnership
Customer_3148,Pure Business
Customer_3148,Transactional
Customer_3149,Advanced Business Ties
Customer_315,Pure Business
Customer_315,Transactional
Customer_3152,Advanced Business Ties
Customer_3152,Opportunistic
Customer_3152,Transactional
Customer_3153,Opportunistic
Customer_3154,Advanced Business Ties
Customer_3155,Advanced Business Ties
Customer_3155,Opportunistic
Customer_3155,Pure Business
Customer_3156,Advanced Business Ties
Customer_3157,Advanced Business Ties
Customer_3157,Transactional
Customer_3158,Partnership
Customer_3158,Transactional
Customer_3159,Pure Business
Customer_3159,Transactional
Customer_316,Partnership
Customer_3160,Advanced Business Ties
Customer_3160,Opportunistic
Customer_3161,Advanced Business Ties
Customer_3162,Opportunistic
Customer_3162,Pure Business
Customer_3163,Advanced Business Ties
Customer_3163,Partnership
Customer_3164,Advanced Business Ties
Customer_3165,Transactional
Customer_3166,Advanced Business Ties
Customer_3166,Opportunistic
Customer_3166,Transactional
Customer_3167,Transactional
Customer_3168,Opportunistic
Customer_3169,Advanced Business Ties
Customer_3169,Transactional
Customer_3170,Transactional
Customer_3171,Partnership
Customer_3172,Advanced Business Ties
Customer_3177,Pure Business
Customer_3179,Opportunistic
Customer_3179,Partnership
Customer_3179,Transactional
Customer_3183,Advanced Business Ties
Customer_3183,Pure Business
Customer_3184,Advanced Business Ties
Customer_3184,Opportunistic
Customer_3185,Partnership
Customer_3185,Transactional
Customer_3186,Advanced Business Ties
Customer_3186,Partnership
Customer_3188,Opportunistic
Customer_3188,Partnership
Customer_3188,Transactional
Customer_3189,Transactional
Customer_3190,Transactional
Customer_3191,Partnership
Customer_3191,Pure Business
Customer_3191,Transactional
Customer_3192,Opportunistic
Customer_3193,Partnership
Customer_3193,Transactional
Customer_3194,Opportunistic
Customer_3194,Pure Business
Customer_3195,Advanced Business Ties
Customer_3196,Pure Business
Customer_3196,Transactional
Customer_3197,Advanced Business Ties
Customer_3198,Pure Business
Customer_3198,Transactional
Customer_3199,Opportunistic
Customer_3199,Pure Business
Customer_3199,Transactional
Customer_3200,Advanced Business Ties
Customer_3200,Opportunistic
Customer_3200,Transactional
Customer_3203,Opportunistic
Customer_3204,Opportunistic
Customer_3204,Partnership
Customer_3208,Advanced Business Ties
Customer_3208,Partnership
Customer_3208,Pure Business
Customer_321,Opportunistic
Customer_321,Transactional
Customer_3211,Opportunistic
Customer_3211,Transactional
Customer_3212,Partnership
Customer_3212,Pure Business
Customer_3213,Transactional
Customer_3215,Pure Business
Customer_3216,Pure Business
Customer_3217,Advanced Business Ties
Customer_3217,Pure Business
Customer_3217,Transactional
Customer_3219,Partnership
Customer_3219,Transactional
Customer_322,Opportunistic
Customer_3224,Advanced Business Ties
Customer_3224,Opportunistic
Customer_3224,Partnership
Customer_3224,Transactional
Customer_3227,Transactional
Customer_3229,Partnership
Customer_3229,Pure Business
Customer_3230,Advanced Business Ties
Customer_3230,Opportunistic
Customer_3230,Partnership
Customer_3231,Transactional
Customer_3232,Transactional
Customer_3233,Advanced Business Ties
Customer_3234,Transactional
Customer_3237,Advanced Business Ties
Customer_3237,Transactional
Customer_3238,Advanced Business Ties
Customer_3239,Advanced Business Ties
Customer_3239,Transactional
Customer_324,Advanced Business Ties
Customer_3240,Advanced Business Ties
Customer_3241,Partnership
Customer_3242,Transactional
Customer_3243,Advanced Business Ties
Customer_3243,Transactional
Customer_3245,Advanced Business Ties
Customer_3247,Partnership
Customer_3247,Pure Business
Customer_3248,Pure Business
Customer_3249,Transactional
Customer_325,Pure Business
Customer_3251,Opportunistic
Customer_3254,Advanced Business Ties
Customer_3254,Transactional
Customer_3256,Pure Business
Customer_3256,Transactional
Customer_3257,Transactional
Customer_3258,Opportunistic
Customer_326,Opportunistic
Customer_326,Pure Business
Customer_3260,Advanced Business Ties
Customer_3260,Partnership
Customer_3260,Transactional
Customer_3261,Advanced Business Ties
Customer_3261,Partnership
Customer_3262,Advanced Business Ties
Customer_3264,Advanced Business Ties
Customer_3265,Advanced Business Ties
Customer_3265,Opportunistic
Customer_3265,Pure Business
Customer_3265,Transactional
Customer_3266,Opportunistic
Customer_3267,Pure Business
Customer_3269,Partnership
Customer_327,Partnership
Customer_3270,Opportunistic
Customer_3270,Pure Business
Customer_3271,Partnership
Customer_3272,Pure Business
Customer_3273,Transactional
Customer_3275,Advanced Business Ties
Customer_3277,Partnership
Customer_3279,Transactional
Customer_328,Advanced Business Ties
Customer_328,Partnership
Customer_328,Pure Business
Customer_3280,Advanced Business Ties
Customer_3280,Opportunistic
Customer_3280,Transactional
Customer_3281,Transactional
Customer_3283,Transactional
Customer_3284,Opportunistic
Customer_3286,Opportunistic
Customer_3286,Transactional
Customer_3287,Advanced Business Ties
Customer_3287,Pure Business
Customer_3289,Opportunistic
Customer_3290,Opportunistic
Customer_3292,Transactional
Customer_3293,Pure Business
Customer_3295,Partnership
Customer_3296,Advanced Business Ties
Customer_3297,Transactional
Customer_3298,Partnership
Customer_3299,Advanced Business Ties
Customer_3299,Transactional
Customer_330,Pure Business
Customer_3300,Advanced Business Ties
Customer_3302,Pure Business
Customer_3304,Opportunistic
Customer_3306,Pure Business
Customer_3309,Advanced Business Ties
Customer_3309,Opportunistic
Customer_3309,Pure Business
Customer_331,Opportunistic
Customer_331,Partnership
Customer_3311,Advanced Business Ties
Customer_3311,Transactional
Customer_3312,Advanced Business Ties
Customer_3312,Pure Business
Customer_3312,Transactional
Customer_3314,Opportunistic
Customer_3314,Partnership
Customer_3315,Opportunistic
Customer_3316,Advanced Business Ties
Customer_3317,Opportunistic
Customer_3317,Pure Business
Customer_3318,Advanced Business Ties
Customer_3318,Opportunistic
Customer_3318,Pure Business
Customer_3319,Partnership
Customer_3319,Pure Business
Customer_3319,Transactional
Customer_3320,Transactional
Customer_3321,Partnership
Customer_3321,Transactional
Customer_3322,Partnership
Customer_3323,Transactional
Customer_3324,Transactional
Customer_3326,Opportunistic
Customer_3326,Transactional
Customer_3327,Opportunistic
Customer_3327,Partnership
Customer_3328,Opportunistic
Customer_3329,Partnership
Customer_333,Transactional
Customer_3330,Transactional
Customer_3331,Opportunistic
Customer_3331,Pure Business
Customer_3332,Opportunistic
Customer_3332,Pure Business
Customer_3333,Advanced Business Ties
Customer_3333,Opportunistic
Customer_3334,Partnership
Customer_3334,Pure Business
Customer_3336,Partnership
Customer_3337,Pure Business
Customer_3338,Pure Business
Customer_3339,Transactional
Customer_334,Opportunistic
Customer_3340,Advanced Business Ties
Customer_3341,Pure Business
Customer_3342,Pure Business
Customer_3342,Transactional
Customer_3343,Transactional
Customer_3345,Advanced Business Ties
Customer_3346,Advanced Business Ties
Customer_335,Transactional
Customer_3350,Partnership
Customer_3350,Pure Business
Customer_3351,Pure Business
Customer_3351,Transactional
Customer_3353,Advanced Business Ties
Customer_3353,Partnership
Customer_3353,Pure Business
Customer_3354,Advanced Business Ties
Customer_3355,Advanced Business Ties
Customer_3355,Pure Business
Customer_3358,Transactional
Customer_336,Advanced Business Ties
Customer_3360,Partnership
Customer_3362,Advanced Business Ties
Customer_3362,Pure Business
Customer_3363,Partnership
Customer_3363,Transactional
Customer_3364,Opportunistic
Customer_3364,Partnership
Customer_3364,Pure Business
Customer_3365,Partnership
Customer_3367,Opportunistic
Customer_3368,Transactional
Customer_3369,Opportunistic
Customer_3370,Opportunistic
Customer_3370,Partnership
Customer_3370,Pure Business
Customer_3370,Transactional
Customer_3371,Transactional
Customer_3374,Advanced Business Ties
Customer_3374,Partnership
Customer_3376,Transactional
Customer_3377,Opportunistic
Customer_3378,Advanced Business Ties
Customer_3379,Transactional
Customer_338,Advanced Business Ties
Customer_338,Partnership
Customer_338,Pure Business
Customer_338,Transactional
Customer_3380,Advanced Business Ties
Customer_3380,Pure Business
Customer_3380,Transactional
Customer_3381,Partnership
Customer_3384,Opportunistic
Customer_3384,Transactional
Customer_3385,Opportunistic
Customer_3386,Opportunistic
Customer_3386,Partnership
Customer_3387,Pure Business
Customer_3388,Transactional
Customer_3389,Transactional
Customer_339,Transactional
Customer_3391,Pure Business
Customer_3393,Advanced Business Ties
Customer_3393,Opportunistic
Customer_3394,Partnership
Customer_3395,Transactional
Customer_3398,Opportunistic
Customer_3398,Transactional
Customer_3400,Opportunistic
Customer_3400,Transactional
Customer_3403,Pure Business
Customer_3404,Partnership
Customer_3404,Transactional
Customer_3406,Transactional
Customer_3407,Transactional
Customer_3409,Advanced Business Ties
Customer_341,Opportunistic
Customer_3411,Opportunistic
Customer_3412,Advanced Business Ties
Customer_3412,Opportunistic
Customer_3412,Pure Business
Customer_3413,Pure Business
Customer_3414,Advanced Business Ties
Customer_3415,Pure Business
Customer_3417,Advanced Business Ties
Customer_3418,Pure Business
Customer_3419,Partnership
Customer_3419,Pure Business
Customer_3419,Transactional
Customer_342,Advanced Business Ties
Customer_342,Opportunistic
Customer_342,Pure Business
Customer_342,Transactional
Customer_3420,Advanced Business Ties
Customer_3422,Pure Business
Customer_3423,Advanced Business Ties
Customer_3423,Transactional
Customer_3424,Advanced Business Ties
Customer_3424,Transactional
Customer_3425,Advanced Business Ties
Customer_3425,Pure Business
Customer_3425,Transactional
Customer_3427,Opportunistic
Customer_3428,Partnership
Customer_3428,Pure Business
Customer_3429,Advanced Business Ties
Customer_3429,Opportunistic
Customer_343,Pure Business
Customer_3430,Pure Business
Customer_3431,Advanced Business Ties
Customer_3431,Opportunistic
Customer_3431,Partnership
Customer_3432,Opportunistic
Customer_3432,Partnership
Customer_3432,Pure Business
Customer_3433,Opportunistic
Customer_3433,Transactional
Customer_3436,Advanced Business Ties
Customer_3437,Opportunistic
Customer_3437,Transactional
Customer_3438,Advanced Business Ties
Customer_3438,Opportunistic
Customer_3438,Pure Business
Customer_3439,Pure Business
Customer_3440,Pure Business
Customer_3440,Transactional
Customer_3441,Transactional
Customer_3444,Advanced Business Ties
Customer_3444,Partnership
Customer_3445,Advanced Business Ties
Customer_3446,Partnership
Customer_3447,Advanced Business Ties
Customer_345,Pure Business
Customer_3450,Opportunistic
Customer_3450,Transactional
Customer_3451,Advanced Business Ties
Customer_3452,Pure Business
Customer_3452,Transactional
Customer_3453,Opportunistic
Customer_3453,Transactional
Customer_3454,Opportunistic
Customer_3456,Advanced Business Ties
Customer_3458,Advanced Business Ties
Customer_3458,Partnership
Customer_3458,Transactional
Customer_3459,Transactional
Customer_346,Transactional
Customer_3460,Transactional
Customer_3461,Advanced Business Ties
Customer_3462,Opportunistic
Customer_3463,Advanced Business Ties
Customer_3463,Transactional
Customer_3465,Transactional
Customer_3467,Advanced Business Ties
Customer_3467,Partnership
Customer_3468,Advanced Business Ties
Customer_3469,Transactional
Customer_3470,Pure Business
Customer_3471,Pure Business
Customer_3472,Advanced Business Ties
Customer_3472,Opportunistic
Customer_3472,Transactional
Customer_3473,Advanced Business Ties
Customer_3476,Pure Business
Customer_3477,Opportunistic
Customer_3477,Transactional
Customer_3478,Advanced Business Ties
Customer_348,Pure Business
Customer_3480,Transactional
Customer_3481,Pure Business
Customer_3481,Transactional
Customer_3482,Transactional
Customer_3485,Advanced Business Ties
Customer_3486,Transactional
Customer_3487,Pure Business
Customer_3487,Transactional
Customer_3488,Partnership
Customer_3488,Pure Business
Customer_3489,Transactional
Customer_349,Advanced Business Ties
Customer_3490,Opportunistic
Customer_3491,Advanced Business Ties
Customer_3494,Opportunistic
Customer_3494,Transactional
Customer_3495,Advanced Business Ties
Customer_3495,Partnership
Customer_3497,Opportunistic
Customer_3497,Partnership
Customer_3498,Pure Business
Customer_3498,Transactional
Customer_3499,Transactional
Customer_35,Pure Business
Customer_35,Transactional
Customer_350,Partnership
Customer_3504,Advanced Business Ties
Customer_3505,Opportunistic
Customer_3506,Advanced Business Ties
Customer_3506,Pure Business
Customer_3508,Partnership
Customer_3509,Pure Business
Customer_351,Pure Business
Customer_3510,Advanced Business Ties
Customer_3511,Opportunistic
Customer_3511,Pure Business
Customer_3512,Pure Business
Customer_3513,Advanced Business Ties
Customer_3513,Opportunistic
Customer_3513,Pure Business
Customer_3513,Transactional
Customer_3514,Advanced Business Ties
Customer_3515,Advanced Business Ties
Customer_3515,Pure Business
Customer_3516,Advanced Business Ties
Customer_3516,Opportunistic
Customer_3517,Pure Business
Customer_3518,Opportunistic
Customer_3518,Partnership
Customer_352,Transactional
Customer_3520,Advanced Business Ties
Customer_3520,Pure Business
Customer_3522,Opportunistic
Customer_3524,Transactional
Customer_3525,Advanced Business Ties
Customer_3525,Pure Business
Customer_3525,Transactional
Customer_3526,Opportunistic
Customer_3526,Transactional
Customer_3528,Transactional
Customer_3529,Advanced Business Ties
Customer_3530,Pure Business
Customer_3532,Opportunistic
Customer_3532,Transactional
Customer_3534,Partnership
Customer_3534,Transactional
Customer_3535,Pure Business
Customer_3536,Opportunistic
Customer_3537,Partnership
Customer_3537,Pure Business
Customer_3538,Advanced Business Ties
Customer_354,Advanced Business Ties
Customer_3543,Pure Business
Customer_3545,Advanced Business Ties
Customer_3547,Pure Business
Customer_3548,Opportunistic
Customer_3548,Partnership
Customer_3549,Advanced Business Ties
Customer_3549,Partnership
Customer_355,Transactional
Customer_3550,Opportunistic
Customer_3550,Pure Business
Customer_3552,Transactional
Customer_3553,Transactional
Customer_3555,Opportunistic
Customer_3556,Advanced Business Ties
Customer_3556,Partnership
Customer_3557,Advanced Business Ties
Customer_3557,Pure Business
Customer_3559,Transactional
Customer_356,Pure Business
Customer_3560,Transactional
Customer_3561,Advanced Business Ties
Customer_3561,Pure Business
Customer_3562,Opportunistic
Customer_3563,Partnership
Customer_3563,Pure Business
Customer_3564,Advanced Business Ties
Customer_3564,Opportunistic
Customer_3564,Pure Business
Customer_3567,Advanced Business Ties
Customer_3568,Advanced Business Ties
Customer_3568,Opportunistic
Customer_3568,Partnership
Customer_3569,Partnership
Customer_3569,Transactional
Customer_3570,Transactional
Customer_3571,Pure Business
Customer_3571,Transactional
Customer_3572,Transactional
Customer_3573,Opportunistic
Customer_3573,Transactional
Customer_3574,Advanced Business Ties
Customer_3575,Partnership
Customer_3575,Pure Business
Customer_3575,Transactional
Customer_3576,Transactional
Customer_3577,Transactional
Customer_3578,Partnership
Customer_3579,Opportunistic
Customer_3581,Partnership
Customer_3581,Pure Business
Customer_3581,Transactional
Customer_3584,Transactional
Customer_3586,Opportunistic
Customer_3586,Transactional
Customer_3587,Partnership
Customer_3589,Advanced Business Ties
Customer_3589,Opportunistic
Customer_359,Opportunistic
Customer_3590,Pure Business
Customer_3592,Advanced Business Ties
Customer_3592,Transactional
Customer_3593,Pure Business
Customer_3593,Transactional
Customer_3594,Opportunistic
Customer_3594,Pure Business
Customer_3595,Pure Business
Customer_3595,Transactional
Customer_3596,Partnership
Customer_3597,Advanced Business Ties
Customer_3597,Pure Business
Customer_3598,Opportunistic
Customer_360,Opportunistic
Customer_3601,Advanced Business Ties
Customer_3601,Transactional
Customer_3602,Opportunistic
Customer_3602,Pure Business
Customer_3604,Pure Business
Customer_3604,Transactional
Customer_3605,Opportunistic
Customer_3605,Transactional
Customer_3606,Partnership
Customer_3606,Transactional
Customer_3607,Opportunistic
Customer_3607,Partnership
Customer_3607,Pure Business
Customer_3607,Transactional
Customer_3608,Pure Business
Customer_3609,Pure Business
Customer_3610,Opportunistic
Customer_3610,Partnership
Customer_3610,Pure Business
Customer_3611,Partnership
Customer_3611,Transactional
Customer_3612,Partnership
Customer_3612,Pure Business
Customer_3613,Partnership
Customer_3613,Transactional
Customer_3614,Opportunistic
Customer_3615,Advanced Business Ties
Customer_3616,Opportunistic
Customer_3616,Transactional
Customer_3617,Transactional
Customer_3618,Advanced Business Ties
Customer_3618,Pure Business
Customer_3619,Partnership
Customer_362,Transactional
Customer_3620,Partnership
Customer_3621,Transactional
Customer_3623,Advanced Business Ties
Customer_3624,Opportunistic
Customer_3624,Transactional
Customer_3625,Advanced Business Ties
Customer_3625,Transactional
Customer_3626,Partnership
Customer_3627,Advanced Business Ties
Customer_3627,Transactional
Customer_3628,Opportunistic
Customer_3629,Opportunistic
Customer_363,Pure Business
Customer_3630,Opportunistic
Customer_3630,Transactional
Customer_3632,Opportunistic
Customer_3633,Partnership
Customer_3633,Transactional
Customer_3634,Pure Business
Customer_3636,Pure Business
Customer_3637,Opportunistic
Customer_3637,Pure Business
Customer_3637,Transactional
Customer_3638,Pure Business
Customer_3639,Pure Business
Customer_3640,Pure Business
Customer_3642,Transactional
Customer_3644,Advanced Business Ties
Customer_3647,Pure Business
Customer_3648,Transactional
Customer_3649,Advanced Business Ties
Customer_3649,Opportunistic
Customer_3649,Transactional
Customer_365,Pure Business
Customer_3651,Advanced Business Ties
Customer_3652,Partnership
Customer_3654,Pure Business
Customer_3655,Partnership
Customer_3657,Advanced Business Ties
Customer_3657,Transactional
Customer_3659,Opportunistic
Customer_3659,Transactional
Customer_366,Partnership
Customer_3660,Pure Business
Customer_3660,Transactional
Customer_3661,Opportunistic
Customer_3661,Transactional
Customer_3662,Transactional
Customer_3663,Partnership
Customer_3664,Advanced Business Ties
Customer_3664,Transactional
Customer_3665,Opportunistic
Customer_3668,Partnership
Customer_3668,Pure Business
Customer_3669,Pure Business
Customer_3669,Transactional
Customer_3670,Opportunistic
Customer_3670,Transactional
Customer_3671,Transactional
Customer_3673,Advanced Business Ties
Customer_3675,Transactional
Customer_3677,Pure Business
Customer_3678,Opportunistic
Customer_3678,Partnership
Customer_3678,Transactional
Customer_3679,Advanced Business Ties
Customer_3679,Pure Business
Customer_3679,Transactional
Customer_368,Partnership
Customer_368,Transactional
Customer_3680,Transactional
Customer_3682,Partnership
Customer_3683,Advanced Business Ties
Customer_3683,Partnership
Customer_3683,Pure Business
Customer_3684,Transactional
Customer_3687,Advanced Business Ties
Customer_3687,Opportunistic
Customer_3687,Pure Business
Customer_3687,Transactional
Customer_3688,Advanced Business Ties
Customer_3688,Partnership
Customer_3689,Opportunistic
Customer_369,Transactional
Customer_3692,Transactional
Customer_3693,Advanced Business Ties
Customer_3693,Pure Business
Customer_3693,Transactional
Customer_3694,Advanced Business Ties
Customer_3694,Partnership
Customer_3695,Transactional
Customer_3696,Opportunistic
Customer_3696,Pure Business
Customer_3697,Advanced Business Ties
Customer_3697,Opportunistic
Customer_3697,Pure Business
Customer_3698,Transactional
Customer_370,Partnership
Customer_3700,Partnership
Customer_3701,Advanced Business Ties
Customer_3703,Transactional
Customer_3706,Transactional
Customer_3707,Partnership
Customer_3708,Advanced Business Ties
Customer_3709,Pure Business
Customer_371,Pure Business
Customer_3710,Advanced Business Ties
Customer_3710,Partnership
Customer_3710,Transactional
Customer_3711,Pure Business
Customer_3711,Transactional
Customer_3713,Opportunistic
Customer_3713,Pure Business
Customer_3713,Transactional
Customer_3714,Transactional
Customer_3716,Advanced Business Ties
Customer_3716,Opportunistic
Customer_3716,Partnership
Customer_3718,Transactional
Customer_3720,Advanced Business Ties
Customer_3720,Opportunistic
Customer_3721,Transactional
Customer_3723,Advanced Business Ties
Customer_3723,Partnership
Customer_3724,Pure Business
Customer_3725,Opportunistic
Customer_3726,Transactional
Customer_3727,Pure Business
Customer_373,Transactional
Customer_3730,Partnership
Customer_3731,Advanced Business Ties
Customer_3731,Opportunistic
Customer_3732,Transactional
Customer_3733,Advanced Business Ties
Customer_3733,Opportunistic
Customer_3733,Partnership
Customer_3734,Partnership
Customer_3735,Pure Business
Customer_3736,Opportunistic
Customer_3737,Opportunistic
Customer_3739,Opportunistic
Customer_3739,Pure Business
Customer_374,Advanced Business Ties
Customer_374,Transactional
Customer_3740,Partnership
Customer_3741,Pure Business
Customer_3742,Pure Business
Customer_3743,Advanced Business Ties
Customer_3744,Pure Business
Customer_3744,Transactional
Customer_3745,Advanced Business Ties
Customer_3745,Partnership
Customer_3745,Pure Business
Customer_3747,Opportunistic
Customer_3748,Partnership
Customer_3748,Pure Business
Customer_3749,Pure Business
Customer_375,Advanced Business Ties
Customer_3750,Advanced Business Ties
Customer_3750,Opportunistic
Customer_3750,Transactional
Customer_3752,Advanced Business Ties
Customer_3753,Advanced Business Ties
Customer_3756,Opportunistic
Customer_3758,Transactional
Customer_3759,Partnership
Customer_3760,Partnership
Customer_3760,Pure Business
Customer_3761,Advanced Business Ties
Customer_3762,Transactional
Customer_3763,Opportunistic
Customer_3763,Transactional
Customer_3764,Transactional
Customer_3765,Partnership
Customer_3765,Transactional
Customer_3766,Transactional
Customer_3768,Advanced Business Ties
Customer_3768,Transactional
Customer_3769,Transactional
Customer_3771,Advanced Business Ties
Customer_3771,Partnership
Customer_3773,Advanced Business Ties
Customer_3775,Partnership
Customer_3775,Transactional
Customer_3776,Advanced Business Ties
Customer_3777,Advanced Business Ties
Customer_3777,Partnership
Customer_3779,Opportunistic
Customer_378,Transactional
Customer_3780,Advanced Business Ties
Customer_3780,Opportunistic
Customer_3780,Pure Business
Customer_3782,Advanced Business Ties
Customer_3782,Partnership
Customer_3783,Transactional
Customer_3784,Advanced Business Ties
Customer_3784,Pure Business
Customer_3785,Transactional
Customer_3786,Opportunistic
Customer_3786,Pure Business
Customer_3787,Transactional
Customer_3788,Advanced Business Ties
Customer_3788,Partnership
Customer_379,Advanced Business Ties
Customer_379,Pure Business
Customer_3790,Transactional
Customer_3792,Partnership
Customer_3795,Opportunistic
Customer_3796,Transactional
Customer_3797,Transactional
Customer_3798,Pure Business
Customer_3799,Pure Business
Customer_380,Advanced Business Ties
Customer_380,Transactional
Customer_3800,Pure Business
Customer_3801,Partnership
Customer_3801,Pure Business
Customer_3801,Transactional
Customer_3802,Advanced Business Ties
Customer_3803,Partnership
Customer_3804,Partnership
Customer_3806,Partnership
Customer_3806,Transactional
Customer_3807,Opportunistic
Customer_3807,Transactional
Customer_3808,Pure Business
Customer_3809,Opportunistic
Customer_3809,Pure Business
Customer_381,Partnership
