soldto,c_relationship
Customer_675,Advanced Business Ties
Customer_675,Opportunistic
Customer_675,Transactional
Customer_6750,Opportunistic
Customer_6751,Advanced Business Ties
Customer_6751,Pure Business
Customer_6753,Advanced Business Ties
Customer_6755,Advanced Business Ties
Customer_6756,Advanced Business Ties
Customer_6757,Opportunistic
Customer_6758,Advanced Business Ties
Customer_6758,Transactional
Customer_6759,Partnership
Customer_676,Opportunistic
Customer_6761,Transactional
Customer_6762,Advanced Business Ties
Customer_6762,Pure Business
Customer_6763,Transactional
Customer_6764,Advanced Business Ties
Customer_6764,Pure Business
Customer_6764,Transactional
Customer_6765,Advanced Business Ties
Customer_6765,Opportunistic
Customer_6766,Advanced Business Ties
Customer_6767,Opportunistic
Customer_6767,Pure Business
Customer_6767,Transactional
Customer_6768,Advanced Business Ties
Customer_6768,Opportunistic
Customer_6769,Advanced Business Ties
Customer_6769,Transactional
Customer_677,Advanced Business Ties
Customer_6770,Advanced Business Ties
Customer_6770,Partnership
Customer_6770,Pure Business
Customer_6771,Pure Business
Customer_6771,Transactional
Customer_6772,Transactional
Customer_6773,Advanced Business Ties
Customer_6773,Pure Business
Customer_6774,Advanced Business Ties
Customer_6774,Pure Business
Customer_6776,Pure Business
Customer_6777,Opportunistic
Customer_6777,Transactional
Customer_6779,Advanced Business Ties
Customer_678,Partnership
Customer_678,Pure Business
Customer_6781,Opportunistic
Customer_6783,Advanced Business Ties
Customer_6784,Transactional
Customer_6785,Opportunistic
Customer_6785,Transactional
Customer_6786,Partnership
Customer_6786,Pure Business
Customer_6788,Partnership
Customer_6789,Advanced Business Ties
Customer_6790,Advanced Business Ties
Customer_6791,Transactional
Customer_6793,Transactional
Customer_6794,Opportunistic
Customer_6796,Partnership
Customer_6796,Transactional
Customer_6797,Partnership
Customer_6798,Advanced Business Ties
Customer_6799,Opportunistic
Customer_6799,Partnership
Customer_6799,Pure Business
Customer_68,Transactional
Customer_680,Opportunistic
Customer_680,Partnership
Customer_680,Transactional
Customer_6801,Opportunistic
Customer_6801,Transactional
Customer_6802,Transactional
Customer_6803,Advanced Business Ties
Customer_6803,Partnership
Customer_6803,Pure Business
Customer_6805,Opportunistic
Customer_6806,Advanced Business Ties
Customer_6806,Transactional
Customer_6809,Partnership
Customer_6811,Opportunistic
Customer_6811,Pure Business
Customer_6812,Advanced Business Ties
Customer_6813,Advanced Business Ties
Customer_6813,Partnership
Customer_6815,Pure Business
Customer_6818,Advanced Business Ties
Customer_682,Partnership
Customer_682,Transactional
Customer_6820,Transactional
Customer_6821,Advanced Business Ties
Customer_6823,Pure Business
Customer_6824,Opportunistic
Customer_6825,Advanced Business Ties
Customer_6825,Pure Business
Customer_6826,Advanced Business Ties
Customer_6826,Opportunistic
Customer_6826,Partnership
Customer_6827,Opportunistic
Customer_6829,Advanced Business Ties
Customer_6829,Pure Business
Customer_6829,Transactional
Customer_6831,Pure Business
Customer_6831,Transactional
Customer_6832,Pure Business
Customer_6834,Partnership
Customer_6834,Transactional
Customer_6835,Advanced Business Ties
Customer_6835,Pure Business
Customer_6836,Transactional
Customer_6837,Advanced Business Ties
Customer_6837,Transactional
Customer_684,Partnership
Customer_684,Pure Business
Customer_6840,Pure Business
Customer_6841,Partnership
Customer_6843,Opportunistic
Customer_6844,Transactional
Customer_6845,Partnership
Customer_6845,Pure Business
Customer_6846,Opportunistic
Customer_6846,Pure Business
Customer_6847,Partnership
Customer_6847,Transactional
Customer_6848,Advanced Business Ties
Customer_6849,Pure Business
Customer_685,Transactional
Customer_6850,Opportunistic
Customer_6850,Transactional
Customer_6851,Advanced Business Ties
Customer_6851,Partnership
Customer_6852,Transactional
Customer_6853,Advanced Business Ties
Customer_6853,Partnership
Customer_6855,Partnership
Customer_6855,Pure Business
Customer_6856,Advanced Business Ties
Customer_6856,Opportunistic
Customer_6856,Pure Business
Customer_6857,Transactional
Customer_6858,Advanced Business Ties
Customer_6858,Pure Business
Customer_6858,Transactional
Customer_6859,Opportunistic
Customer_6859,Pure Business
Customer_686,Advanced Business Ties
Customer_6860,Advanced Business Ties
Customer_6860,Pure Business
Customer_6860,Transactional
Customer_6862,Pure Business
Customer_6862,Transactional
Customer_6863,Advanced Business Ties
Customer_6863,Opportunistic
Customer_6865,Partnership
Customer_6865,Pure Business
Customer_6868,Opportunistic
Customer_687,Advanced Business Ties
Customer_6871,Transactional
Customer_6872,Transactional
Customer_6874,Advanced Business Ties
Customer_6874,Partnership
Customer_6874,Pure Business
Customer_6875,Opportunistic
Customer_6876,Transactional
Customer_6877,Opportunistic
Customer_6877,Pure Business
Customer_6878,Advanced Business Ties
Customer_6878,Pure Business
Customer_6878,Transactional
Customer_6879,Pure Business
Customer_688,Opportunistic
Customer_688,Partnership
Customer_6880,Partnership
Customer_6880,Pure Business
Customer_6882,Pure Business
Customer_6884,Advanced Business Ties
Customer_6884,Partnership
Customer_6885,Advanced Business Ties
Customer_6885,Transactional
Customer_6887,Opportunistic
Customer_689,Pure Business
Customer_689,Transactional
Customer_6890,Advanced Business Ties
Customer_6891,Advanced Business Ties
Customer_6891,Transactional
Customer_6892,Pure Business
Customer_6892,Transactional
Customer_6893,Opportunistic
Customer_6893,Transactional
Customer_6894,Pure Business
Customer_6895,Pure Business
Customer_6896,Transactional
Customer_6897,Transactional
Customer_6899,Pure Business
Customer_69,Pure Business
Customer_690,Pure Business
Customer_6900,Advanced Business Ties
Customer_6900,Pure Business
Customer_6900,Transactional
Customer_6901,Transactional
Customer_6904,Advanced Business Ties
Customer_6905,Opportunistic
Customer_6905,Transactional
Customer_6906,Advanced Business Ties
Customer_6907,Transactional
Customer_6908,Opportunistic
Customer_6908,Transactional
Customer_691,Opportunistic
Customer_691,Transactional
Customer_6910,Pure Business
Customer_6911,Transactional
Customer_6912,Advanced Business Ties
Customer_6913,Opportunistic
Customer_6913,Pure Business
Customer_6914,Partnership
Customer_6918,Partnership
Customer_6919,Partnership
Customer_6919,Transactional
Customer_692,Opportunistic
Customer_6920,Advanced Business Ties
Customer_6920,Partnership
Customer_6921,Transactional
Customer_6922,Advanced Business Ties
Customer_6923,Advanced Business Ties
Customer_6923,Transactional
Customer_6925,Pure Business
Customer_6927,Opportunistic
Customer_6927,Partnership
Customer_6927,Pure Business
Customer_6928,Pure Business
Customer_6929,Advanced Business Ties
Customer_6929,Pure Business
Customer_6929,Transactional
Customer_693,Advanced Business Ties
Customer_6932,Opportunistic
Customer_6932,Pure Business
Customer_6934,Advanced Business Ties
Customer_6934,Pure Business
Customer_6935,Advanced Business Ties
Customer_694,Pure Business
Customer_694,Transactional
Customer_6940,Advanced Business Ties
Customer_6940,Transactional
Customer_6943,Opportunistic
Customer_6944,Advanced Business Ties
Customer_6945,Transactional
Customer_6946,Pure Business
Customer_6946,Transactional
Customer_6947,Transactional
Customer_6948,Opportunistic
Customer_6949,Pure Business
Customer_695,Opportunistic
Customer_695,Partnership
Customer_6950,Opportunistic
Customer_6950,Transactional
Customer_6951,Advanced Business Ties
Customer_6951,Opportunistic
Customer_6952,Advanced Business Ties
Customer_6952,Transactional
Customer_6953,Pure Business
Customer_6954,Opportunistic
Customer_6954,Transactional
Customer_6955,Opportunistic
Customer_6955,Pure Business
Customer_6956,Partnership
Customer_6956,Pure Business
Customer_6958,Transactional
Customer_6959,Advanced Business Ties
Customer_6959,Pure Business
Customer_696,Advanced Business Ties
Customer_6960,Partnership
Customer_6960,Pure Business
Customer_6960,Transactional
Customer_6961,Opportunistic
Customer_6961,Partnership
Customer_6963,Transactional
Customer_6965,Advanced Business Ties
Customer_6966,Advanced Business Ties
Customer_6967,Transactional
Customer_6968,Pure Business
Customer_6969,Partnership
Customer_697,Opportunistic
Customer_697,Pure Business
Customer_6970,Pure Business
Customer_6971,Opportunistic
Customer_6972,Pure Business
Customer_6973,Advanced Business Ties
Customer_6973,Pure Business
Customer_6975,Advanced Business Ties
Customer_6975,Partnership
Customer_6975,Transactional
Customer_6977,Advanced Business Ties
Customer_6979,Pure Business
Customer_6979,Transactional
Customer_698,Advanced Business Ties
Customer_6980,Advanced Business Ties
Customer_6980,Pure Business
Customer_6981,Pure Business
Customer_6984,Advanced Business Ties
Customer_6984,Opportunistic
Customer_6984,Partnership
Customer_6984,Pure Business
Customer_6984,Transactional
Customer_6985,Advanced Business Ties
Customer_6985,Opportunistic
Customer_6985,Partnership
Customer_6986,Transactional
Customer_6987,Partnership
Customer_6987,Pure Business
Customer_6988,Partnership
Customer_699,Opportunistic
Customer_699,Pure Business
Customer_699,Transactional
Customer_6990,Advanced Business Ties
Customer_6990,Transactional
Customer_6991,Pure Business
Customer_6992,Partnership
Customer_6993,Partnership
Customer_6995,Opportunistic
Customer_6996,Pure Business
Customer_6997,Partnership
Customer_6998,Partnership
Customer_6998,Pure Business
Customer_70,Advanced Business Ties
Customer_700,Advanced Business Ties
Customer_7000,Pure Business
Customer_7001,Partnership
Customer_7001,Transactional
Customer_7002,Opportunistic
Customer_7002,Transactional
Customer_7003,Transactional
Customer_7004,Pure Business
Customer_7006,Advanced Business Ties
Customer_7008,Partnership
Customer_7008,Transactional
Customer_7009,Pure Business
Customer_7009,Transactional
Customer_7010,Transactional
Customer_7011,Advanced Business Ties
Customer_7011,Pure Business
Customer_7012,Transactional
Customer_7013,Advanced Business Ties
Customer_7013,Opportunistic
Customer_7013,Pure Business
Customer_7013,Transactional
Customer_7014,Pure Business
Customer_7016,Partnership
Customer_7018,Advanced Business Ties
Customer_7018,Opportunistic
Customer_7018,Pure Business
Customer_7019,Opportunistic
Customer_7019,Partnership
Customer_7020,Pure Business
Customer_7021,Opportunistic
Customer_7021,Partnership
Customer_7023,Opportunistic
Customer_7025,Advanced Business Ties
Customer_7025,Opportunistic
Customer_7026,Advanced Business Ties
Customer_7026,Pure Business
Customer_7029,Advanced Business Ties
Customer_7029,Pure Business
Customer_703,Advanced Business Ties
Customer_7031,Advanced Business Ties
Customer_7033,Advanced Business Ties
Customer_7033,Pure Business
Customer_7034,Pure Business
Customer_7034,Transactional
Customer_7035,Advanced Business Ties
Customer_7038,Transactional
Customer_704,Advanced Business Ties
Customer_704,Pure Business
Customer_704,Transactional
Customer_7040,Advanced Business Ties
Customer_7040,Pure Business
Customer_7041,Opportunistic
Customer_7041,Transactional
Customer_7045,Transactional
Customer_7047,Advanced Business Ties
Customer_7049,Opportunistic
Customer_7049,Transactional
Customer_705,Opportunistic
Customer_705,Partnership
Customer_705,Transactional
Customer_7050,Opportunistic
Customer_7050,Partnership
Customer_7050,Pure Business
Customer_7051,Partnership
Customer_7051,Pure Business
Customer_7054,Transactional
Customer_7055,Advanced Business Ties
Customer_7057,Advanced Business Ties
Customer_7057,Transactional
Customer_7058,Opportunistic
Customer_7059,Pure Business
Customer_7061,Partnership
Customer_7062,Pure Business
Customer_7063,Advanced Business Ties
Customer_7063,Partnership
Customer_7063,Pure Business
Customer_7063,Transactional
Customer_7065,Advanced Business Ties
Customer_7065,Pure Business
Customer_7065,Transactional
Customer_7067,Pure Business
Customer_7067,Transactional
Customer_7068,Partnership
Customer_7069,Advanced Business Ties
Customer_7069,Pure Business
Customer_707,Transactional
Customer_7071,Advanced Business Ties
Customer_7071,Partnership
Customer_7072,Transactional
Customer_7073,Advanced Business Ties
Customer_7073,Pure Business
Customer_7075,Advanced Business Ties
Customer_7075,Pure Business
Customer_7076,Opportunistic
Customer_7076,Pure Business
Customer_7077,Pure Business
Customer_7077,Transactional
Customer_7079,Partnership
Customer_7080,Opportunistic
Customer_7081,Opportunistic
Customer_7081,Partnership
Customer_7081,Transactional
Customer_7084,Opportunistic
Customer_7084,Transactional
Customer_7085,Pure Business
Customer_7085,Transactional
Customer_7086,Pure Business
Customer_7087,Advanced Business Ties
Customer_7087,Pure Business
Customer_7087,Transactional
Customer_7088,Pure Business
Customer_7089,Partnership
Customer_7089,Transactional
Customer_709,Advanced Business Ties
Customer_709,Transactional
Customer_7090,Partnership
Customer_7091,Pure Business
Customer_7092,Partnership
Customer_7092,Pure Business
Customer_7094,Opportunistic
Customer_7095,Pure Business
Customer_7096,Opportunistic
Customer_7096,Transactional
Customer_7097,Opportunistic
Customer_7098,Opportunistic
Customer_7099,Partnership
Customer_71,Transactional
Customer_710,Pure Business
Customer_7100,Opportunistic
Customer_7100,Transactional
Customer_7103,Advanced Business Ties
Customer_7104,Opportunistic
Customer_7105,Transactional
Customer_7106,Advanced Business Ties
Customer_7106,Transactional
Customer_7107,Advanced Business Ties
Customer_7107,Opportunistic
Customer_7107,Pure Business
Customer_7107,Transactional
Customer_711,Partnership
Customer_711,Pure Business
Customer_711,Transactional
Customer_7110,Advanced Business Ties
Customer_7110,Opportunistic
Customer_7110,Pure Business
Customer_7111,Advanced Business Ties
Customer_7112,Partnership
Customer_7114,Pure Business
Customer_7114,Transactional
Customer_7115,Transactional
Customer_7117,Advanced Business Ties
Customer_7118,Opportunistic
Customer_7119,Pure Business
Customer_7119,Transactional
Customer_7120,Opportunistic
Customer_7121,Advanced Business Ties
Customer_7122,Advanced Business Ties
Customer_7122,Opportunistic
Customer_7122,Partnership
Customer_7123,Opportunistic
Customer_7123,Partnership
Customer_7125,Partnership
Customer_7126,Advanced Business Ties
Customer_7127,Partnership
Customer_7127,Pure Business
Customer_713,Pure Business
Customer_713,Transactional
Customer_7131,Pure Business
Customer_7132,Partnership
Customer_7133,Advanced Business Ties
Customer_7135,Opportunistic
Customer_7135,Partnership
Customer_7135,Pure Business
Customer_7136,Partnership
Customer_7136,Transactional
Customer_7137,Transactional
Customer_7138,Advanced Business Ties
Customer_7139,Advanced Business Ties
Customer_7139,Opportunistic
Customer_7140,Advanced Business Ties
Customer_7140,Pure Business
Customer_7141,Advanced Business Ties
Customer_7141,Pure Business
Customer_7141,Transactional
Customer_7142,Partnership
Customer_7143,Pure Business
Customer_7143,Transactional
Customer_7144,Advanced Business Ties
Customer_7146,Advanced Business Ties
Customer_7147,Advanced Business Ties
Customer_7147,Pure Business
Customer_7147,Transactional
Customer_7148,Advanced Business Ties
Customer_7148,Pure Business
Customer_7148,Transactional
Customer_7149,Transactional
Customer_715,Advanced Business Ties
Customer_7150,Advanced Business Ties
Customer_7150,Transactional
Customer_7151,Advanced Business Ties
Customer_7152,Transactional
Customer_7154,Opportunistic
Customer_7154,Pure Business
Customer_7155,Transactional
Customer_7156,Partnership
Customer_7156,Pure Business
Customer_7156,Transactional
Customer_7157,Opportunistic
Customer_7158,Advanced Business Ties
Customer_7158,Opportunistic
Customer_7158,Transactional
Customer_7159,Partnership
Customer_7159,Pure Business
Customer_716,Advanced Business Ties
Customer_716,Pure Business
Customer_7161,Pure Business
Customer_7161,Transactional
Customer_7162,Advanced Business Ties
Customer_7163,Opportunistic
Customer_7163,Pure Business
Customer_7163,Transactional
Customer_7164,Advanced Business Ties
Customer_7164,Pure Business
Customer_7166,Advanced Business Ties
Customer_7169,Pure Business
Customer_717,Opportunistic
Customer_717,Partnership
Customer_7170,Partnership
Customer_7170,Transactional
Customer_7172,Advanced Business Ties
Customer_7174,Partnership
Customer_7174,Pure Business
Customer_7175,Transactional
Customer_7176,Advanced Business Ties
Customer_7177,Advanced Business Ties
Customer_7177,Opportunistic
Customer_7178,Pure Business
Customer_7178,Transactional
Customer_7179,Opportunistic
Customer_7180,Advanced Business Ties
Customer_7182,Pure Business
Customer_7185,Opportunistic
Customer_7185,Pure Business
Customer_7186,Advanced Business Ties
Customer_7187,Pure Business
Customer_7188,Pure Business
Customer_7188,Transactional
Customer_719,Transactional
Customer_7191,Advanced Business Ties
Customer_7191,Opportunistic
Customer_7192,Partnership
Customer_7194,Pure Business
Customer_7196,Opportunistic
Customer_7197,Advanced Business Ties
Customer_7197,Partnership
Customer_7198,Advanced Business Ties
Customer_7199,Advanced Business Ties
Customer_7199,Transactional
Customer_72,Opportunistic
Customer_720,Advanced Business Ties
Customer_720,Opportunistic
Customer_720,Pure Business
Customer_7200,Opportunistic
Customer_7200,Partnership
Customer_7200,Pure Business
Customer_7202,Advanced Business Ties
Customer_7202,Opportunistic
Customer_7203,Opportunistic
Customer_7204,Transactional
Customer_7206,Transactional
Customer_7207,Advanced Business Ties
Customer_7207,Pure Business
Customer_7208,Partnership
Customer_7209,Opportunistic
Customer_7209,Transactional
Customer_721,Transactional
Customer_7210,Opportunistic
Customer_7211,Opportunistic
Customer_7212,Pure Business
Customer_7213,Advanced Business Ties
Customer_7214,Opportunistic
Customer_7214,Partnership
Customer_7216,Opportunistic
Customer_7217,Advanced Business Ties
Customer_7217,Opportunistic
Customer_722,Pure Business
Customer_7220,Opportunistic
Customer_7220,Pure Business
Customer_7220,Transactional
Customer_7221,Opportunistic
Customer_7221,Partnership
Customer_7223,Partnership
Customer_7223,Transactional
Customer_7224,Opportunistic
Customer_7225,Partnership
Customer_7226,Advanced Business Ties
Customer_7228,Partnership
Customer_7228,Pure Business
Customer_7229,Pure Business
Customer_7229,Transactional
Customer_7230,Transactional
Customer_7231,Partnership
Customer_7232,Transactional
Customer_7234,Advanced Business Ties
Customer_7234,Pure Business
Customer_7235,Opportunistic
Customer_7235,Transactional
Customer_7236,Advanced Business Ties
Customer_7236,Transactional
Customer_7237,Advanced Business Ties
Customer_7237,Opportunistic
Customer_7237,Transactional
Customer_724,Opportunistic
Customer_7240,Opportunistic
Customer_7241,Advanced Business Ties
Customer_7244,Advanced Business Ties
Customer_7244,Opportunistic
Customer_7244,Transactional
Customer_7245,Transactional
Customer_7246,Transactional
Customer_7247,Advanced Business Ties
Customer_7247,Partnership
Customer_7248,Pure Business
Customer_7249,Transactional
Customer_725,Advanced Business Ties
Customer_7250,Advanced Business Ties
Customer_7250,Opportunistic
Customer_7253,Transactional
Customer_7255,Opportunistic
Customer_7255,Transactional
Customer_7256,Advanced Business Ties
Customer_7256,Partnership
Customer_7256,Transactional
Customer_7257,Pure Business
Customer_7258,Partnership
Customer_7258,Transactional
Customer_7259,Opportunistic
Customer_726,Opportunistic
Customer_726,Transactional
Customer_7260,Advanced Business Ties
Customer_7260,Opportunistic
Customer_7261,Pure Business
Customer_7262,Advanced Business Ties
Customer_7263,Pure Business
Customer_7264,Pure Business
Customer_7265,Advanced Business Ties
Customer_7265,Opportunistic
Customer_7265,Transactional
Customer_7266,Partnership
Customer_7266,Transactional
Customer_7267,Opportunistic
Customer_7267,Pure Business
Customer_7268,Advanced Business Ties
Customer_7268,Pure Business
Customer_727,Transactional
Customer_7270,Advanced Business Ties
Customer_7270,Opportunistic
Customer_7271,Pure Business
Customer_7272,Opportunistic
Customer_7272,Pure Business
Customer_7273,Advanced Business Ties
Customer_7273,Pure Business
Customer_7274,Pure Business
Customer_7274,Transactional
Customer_7275,Partnership
Customer_7278,Partnership
Customer_7279,Advanced Business Ties
Customer_7279,Pure Business
Customer_728,Partnership
Customer_728,Transactional
Customer_7280,Transactional
Customer_7282,Partnership
Customer_7282,Transactional
Customer_7284,Opportunistic
Customer_7284,Partnership
Customer_7285,Pure Business
Customer_7286,Advanced Business Ties
Customer_7286,Transactional
Customer_7287,Pure Business
Customer_7288,Advanced Business Ties
Customer_7289,Transactional
Customer_7290,Partnership
Customer_7291,Pure Business
Customer_7292,Advanced Business Ties
Customer_7292,Partnership
Customer_7292,Transactional
Customer_7293,Opportunistic
Customer_7293,Partnership
Customer_7294,Pure Business
Customer_7295,Transactional
Customer_7297,Advanced Business Ties
Customer_7298,Partnership
Customer_7299,Transactional
Customer_730,Pure Business
Customer_7300,Advanced Business Ties
Customer_7300,Transactional
Customer_7302,Opportunistic
Customer_7302,Pure Business
Customer_7302,Transactional
Customer_7303,Pure Business
Customer_7304,Opportunistic
Customer_7305,Advanced Business Ties
Customer_7305,Partnership
Customer_7306,Advanced Business Ties
Customer_7307,Partnership
Customer_7307,Pure Business
Customer_7308,Transactional
Customer_7309,Advanced Business Ties
Customer_7309,Opportunistic
Customer_7309,Transactional
Customer_7310,Opportunistic
Customer_7312,Opportunistic
Customer_7312,Transactional
Customer_7313,Partnership
Customer_7314,Opportunistic
Customer_7316,Advanced Business Ties
Customer_7316,Transactional
Customer_7317,Advanced Business Ties
Customer_7322,Advanced Business Ties
Customer_7322,Partnership
Customer_7323,Advanced Business Ties
Customer_7323,Pure Business
Customer_7326,Pure Business
Customer_7327,Pure Business
Customer_7328,Opportunistic
Customer_7328,Transactional
Customer_7329,Opportunistic
Customer_7329,Pure Business
Customer_733,Partnership
Customer_733,Pure Business
Customer_7331,Opportunistic
Customer_7332,Partnership
Customer_7332,Transactional
Customer_7334,Advanced Business Ties
Customer_7334,Transactional
Customer_7335,Opportunistic
Customer_7336,Opportunistic
Customer_7336,Pure Business
Customer_7337,Advanced Business Ties
Customer_7337,Transactional
Customer_7338,Pure Business
Customer_7339,Opportunistic
Customer_734,Advanced Business Ties
Customer_7341,Opportunistic
Customer_7341,Partnership
Customer_7341,Transactional
Customer_7342,Advanced Business Ties
Customer_7342,Pure Business
Customer_7344,Advanced Business Ties
Customer_7344,Opportunistic
Customer_7345,Pure Business
Customer_7348,Advanced Business Ties
Customer_7348,Pure Business
Customer_7349,Advanced Business Ties
Customer_7353,Advanced Business Ties
Customer_7353,Transactional
Customer_7354,Transactional
Customer_7356,Pure Business
Customer_7357,Opportunistic
Customer_7358,Advanced Business Ties
Customer_736,Transactional
Customer_7360,Partnership
Customer_7361,Advanced Business Ties
Customer_7361,Transactional
Customer_7363,Transactional
Customer_7364,Opportunistic
Customer_7365,Partnership
Customer_7365,Transactional
Customer_7366,Partnership
Customer_7366,Transactional
Customer_7367,Transactional
Customer_7368,Transactional
Customer_7369,Transactional
Customer_737,Partnership
Customer_7370,Opportunistic
Customer_7371,Transactional
Customer_7372,Partnership
Customer_7372,Transactional
Customer_7373,Partnership
Customer_7374,Opportunistic
Customer_7375,Pure Business
Customer_7376,Advanced Business Ties
Customer_7376,Partnership
Customer_7377,Advanced Business Ties
Customer_7377,Partnership
Customer_7378,Transactional
Customer_7379,Opportunistic
Customer_7379,Pure Business
Customer_738,Pure Business
Customer_7380,Opportunistic
Customer_7381,Partnership
Customer_7381,Transactional
Customer_7382,Advanced Business Ties
Customer_7382,Transactional
Customer_7383,Advanced Business Ties
Customer_7384,Opportunistic
Customer_7384,Transactional
Customer_7385,Opportunistic
Customer_7386,Pure Business
Customer_7388,Advanced Business Ties
Customer_7388,Pure Business
Customer_7389,Pure Business
Customer_7391,Advanced Business Ties
Customer_7392,Opportunistic
Customer_7392,Transactional
Customer_7393,Partnership
Customer_7394,Pure Business
Customer_7395,Partnership
Customer_7395,Pure Business
Customer_7397,Opportunistic
Customer_7397,Pure Business
Customer_7398,Transactional
Customer_7399,Partnership
Customer_74,Advanced Business Ties
Customer_740,Opportunistic
Customer_740,Partnership
Customer_7400,Transactional
Customer_7402,Advanced Business Ties
Customer_7403,Partnership
Customer_7405,Transactional
Customer_7406,Advanced Business Ties
Customer_7406,Transactional
Customer_7407,Transactional
Customer_7409,Pure Business
Customer_741,Opportunistic
Customer_7410,Pure Business
Customer_7412,Advanced Business Ties
Customer_7414,Opportunistic
Customer_7415,Transactional
Customer_7416,Advanced Business Ties
Customer_7416,Opportunistic
Customer_7417,Pure Business
Customer_7417,Transactional
Customer_7418,Advanced Business Ties
Customer_7420,Opportunistic
Customer_7420,Partnership
Customer_7420,Pure Business
Customer_7421,Opportunistic
Customer_7422,Transactional
Customer_7423,Opportunistic
Customer_7424,Partnership
Customer_7424,Pure Business
Customer_7425,Pure Business
Customer_7426,Advanced Business Ties
Customer_7428,Advanced Business Ties
Customer_7428,Pure Business
Customer_7429,Advanced Business Ties
Customer_7430,Transactional
Customer_7432,Opportunistic
Customer_7432,Partnership
Customer_7432,Transactional
Customer_7433,Opportunistic
Customer_7433,Pure Business
Customer_7435,Pure Business
Customer_7436,Pure Business
Customer_7438,Advanced Business Ties
Customer_7439,Advanced Business Ties
Customer_7439,Opportunistic
Customer_7439,Pure Business
Customer_744,Opportunistic
Customer_7440,Advanced Business Ties
Customer_7440,Opportunistic
Customer_7440,Transactional
Customer_7441,Advanced Business Ties
Customer_7442,Opportunistic
Customer_7442,Partnership
Customer_7444,Opportunistic
Customer_7446,Pure Business
Customer_7450,Partnership
Customer_7450,Transactional
Customer_7451,Partnership
Customer_7451,Pure Business
Customer_7452,Pure Business
Customer_7453,Transactional
Customer_7454,Opportunistic
Customer_7454,Pure Business
Customer_7455,Pure Business
Customer_7456,Transactional
Customer_7458,Advanced Business Ties
Customer_7458,Pure Business
Customer_7460,Pure Business
Customer_7461,Advanced Business Ties
Customer_7461,Transactional
Customer_7462,Opportunistic
Customer_7463,Pure Business
Customer_7465,Advanced Business Ties
Customer_7465,Partnership
Customer_7466,Pure Business
Customer_7467,Pure Business
Customer_7467,Transactional
Customer_7469,Opportunistic
Customer_747,Transactional
Customer_7470,Advanced Business Ties
Customer_7472,Opportunistic
Customer_7472,Transactional
Customer_7473,Partnership
Customer_7474,Advanced Business Ties
Customer_7474,Partnership
Customer_7476,Opportunistic
Customer_7477,Advanced Business Ties
Customer_7477,Opportunistic
Customer_7477,Partnership
Customer_7477,Pure Business
Customer_7477,Transactional
Customer_7478,Opportunistic
Customer_748,Advanced Business Ties
Customer_748,Pure Business
Customer_7480,Opportunistic
Customer_7480,Pure Business
Customer_7480,Transactional
Customer_7481,Pure Business
Customer_7482,Advanced Business Ties
Customer_7483,Advanced Business Ties
Customer_7484,Transactional
Customer_7485,Advanced Business Ties
Customer_7485,Pure Business
Customer_7486,Transactional
Customer_7487,Transactional
Customer_7488,Pure Business
Customer_749,Transactional
Customer_7492,Partnership
Customer_7492,Pure Business
Customer_7493,Opportunistic
Customer_7494,Pure Business
Customer_7494,Transactional
Customer_7495,Advanced Business Ties
Customer_7495,Transactional
Customer_7496,Advanced Business Ties
Customer_7497,Opportunistic
Customer_7497,Pure Business
Customer_7497,Transactional
Customer_7499,Transactional
Customer_75,Advanced Business Ties
Customer_750,Advanced Business Ties
Customer_750,Pure Business
Customer_7500,Pure Business
Customer_7503,Pure Business
Customer_7504,Advanced Business Ties
Customer_7504,Opportunistic
Customer_7504,Pure Business
Customer_7505,Advanced Business Ties
Customer_7505,Transactional
Customer_7506,Partnership
Customer_7506,Pure Business
Customer_7508,Partnership
Customer_7508,Pure Business
Customer_7509,Advanced Business Ties
Customer_7509,Transactional
Customer_751,Opportunistic
Customer_751,Transactional
Customer_7510,Advanced Business Ties
Customer_7511,Advanced Business Ties
Customer_7513,Pure Business
Customer_7513,Transactional
Customer_7514,Opportunistic
Customer_7514,Pure Business
Customer_7517,Pure Business
Customer_7518,Opportunistic
Customer_752,Partnership
Customer_752,Transactional
Customer_7521,Transactional
Customer_7522,Transactional
Customer_7523,Partnership
Customer_7523,Transactional
Customer_7524,Advanced Business Ties
Customer_7525,Advanced Business Ties
Customer_7525,Opportunistic
Customer_7526,Advanced Business Ties
Customer_7526,Partnership
Customer_7529,Opportunistic
Customer_7530,Advanced Business Ties
Customer_7531,Advanced Business Ties
Customer_7531,Transactional
Customer_7532,Advanced Business Ties
Customer_7534,Opportunistic
Customer_7534,Pure Business
Customer_7537,Opportunistic
Customer_7537,Partnership
Customer_7537,Transactional
Customer_7538,Advanced Business Ties
Customer_7538,Transactional
Customer_7541,Advanced Business Ties
Customer_7541,Pure Business
Customer_7542,Advanced Business Ties
Customer_7542,Pure Business
Customer_7543,Advanced Business Ties
Customer_7546,Transactional
Customer_7548,Pure Business
Customer_7549,Opportunistic
Customer_755,Partnership
Customer_755,Transactional
Customer_7551,Partnership
Customer_7553,Opportunistic
Customer_7553,Partnership
Customer_7553,Pure Business
Customer_7554,Advanced Business Ties
Customer_7554,Pure Business
Customer_7555,Transactional
Customer_7556,Advanced Business Ties
Customer_7556,Pure Business
Customer_7558,Advanced Business Ties
Customer_7559,Opportunistic
